,Event,Wedding,Performance or concert,Dancing people,Funeral,Traffic accident,Fire,Police or army (armed forces),Procession,Marketplace,Hunting scene,Fishing,Portrait,Studio portrait,Double portrait,Group portrait,Aerial photograph,Interior view,Classroom (interior),Factory (interior),Religious structure (interior),Healthcare facility (interior),Built environment,Street or road,Square (open space),Bridge,Park (recreation area),Burial ground,Swimming pool,Sports field,Tennis court,Foutball pitch,Military base,Fort,Military field base,Religious structure,Mosque,Church,Temple,Temple Reliefs,House or building (other),School building,Store,Healthcare facility,Stilt house,Palace,Ruin,Industry and transport,Port or shipyard,Airport,Railroad,Factory or power station,Mine (industrial complex),Agricultural land,Husbandry,Plantation,Rice field,Natural landscape,Mountain,Rocks (landform),Cave,Coast (coastline),Volcano,Volcanic eruption,Wood (plant community),Grassland (plant community),Valley (landform),Expanse of water,Bodies of water (sea or lake),Bay,River,Canal,Waterfall,Flood
1000090.jpg,-20.061,-16.512,-19.375,-16.881,-19.419,-16.309,-12.207,-15.566,-16.395,-16.697,-11.428,-13.907,-21.485,-17.806,-17.711,-22.131,-11.87,-10.964,-14.355,-17.533,-15.484,-21.688,-10.643,-12.069,-11.213,-15.026,-9.658,-11.114,-12.983,-12.177,-15.044,-11.88,-12.07,-12.733,-15.332,-14.034,-13.655,-14.767,-11.32,-12.464,-8.022,-12.287,-16.667,-21.273,-6.104,-14.218,-14.835,-12.977,-17.91,-16.918,-14.213,-17.244,-19.856,-9.676,-11.344,-5.215,-9.41,-7.787,-13.054,-12.596,-14.768,-6.519,-12.701,-12.746,-7.101,-14.673,-14.181,-10.745,-10.88,-12.579,-12.001,-13.349,-13.303,-9.554
10001.jpg,-19.598,-14.037,-18.271,-18.959,-14.691,-18.946,-12.285,-18.163,-13.7,-19.081,-13.393,-17.256,-24.041,-17.928,-15.114,-20.72,-14.472,-11.039,-17.97,-19.411,-9.5,-23.506,-12.725,-18.588,-14.322,-12.556,-13.114,-11.547,-12.646,-15.935,-16.945,-16.51,-17.648,-10.383,-20.985,-6.593,-9.809,-13.16,-3.295,-2.606,-9.122,-13.833,-18.54,-21.153,-11.422,-8.715,-9.849,-13.493,-22.792,-19.879,-17.373,-19.404,-19.717,-17.186,-15.29,-11.417,-12.842,-13.372,-13.227,-13.475,-14.672,-15.086,-11.988,-13.191,-13.949,-19.462,-17.075,-14.787,-16.439,-17.549,-14.265,-16.256,-12.969,-12.973
1000174.jpg,-16.738,-13.448,-13.414,-8.682,-12.873,-15.465,-8.936,-11.936,-10.752,-16.798,-5.045,-11.371,-16.75,-12.076,-11.034,-9.822,-15.709,-12.609,-15.768,-18.336,-16.709,-22.998,-15.598,-16.771,-12.845,-16.215,-15.17,-12.932,-15.635,-14.079,-18.763,-14.303,-15.994,-13.225,-17.148,-13.02,-16.977,-17.031,-12.833,-13.339,-14.964,-18.124,-20.516,-22.367,-15.716,-15.938,-17.147,-14.211,-23.239,-18.786,-17.108,-21.375,-22.166,-15.571,-8.855,-9.021,-14.317,-14.26,-12.874,-14.175,-12.589,-13.777,-11.666,-12.357,-9.71,-14.337,-17.128,-12.813,-11.776,-16.48,-12.014,-17.594,-13.38,-12.407
1000221.jpg,-19.816,-15.981,-18.969,-13.825,-17.815,-15.983,-13.585,-15.247,-11.744,-23.153,-11.382,-8.968,-21.964,-17.899,-17.279,-18.971,-9.41,-13.388,-16.886,-19.817,-19.005,-25.068,-14.419,-17.429,-14.654,-9.811,-8.785,-13.227,-9.155,-10.519,-16.324,-12.708,-16.384,-15.284,-17.313,-15.981,-17.869,-20.445,-14.773,-14.909,-13.659,-15.212,-22.815,-24.012,-7.865,-18.427,-18.503,-12.908,-19.278,-20.1,-14.819,-18.118,-21.092,-14.821,-14.09,-9.145,-11.981,-10.291,-14.147,-13.718,-17.477,-11.829,-13.879,-14.234,-10.422,-17.741,-14.802,-5.866,-5.786,-13.401,-5.394,-9.966,-13.28,-7.598
1000263.jpg,-17.574,-15.408,-17.993,-16.992,-16.993,-15.903,-12.725,-13.545,-13.829,-16.474,-13.902,-11.625,-20.952,-16.67,-16.207,-19.342,-7.055,-12.088,-17.542,-17.945,-15.857,-21.941,-11.43,-14.041,-12.258,-12.614,-8.3,-12.3,-11.707,-13.324,-17.23,-13.781,-11.697,-11.0,-15.609,-14.909,-13.873,-16.225,-12.753,-12.378,-8.459,-14.343,-18.811,-20.78,-8.533,-14.219,-15.464,-10.684,-13.757,-15.236,-14.258,-16.797,-16.503,-12.943,-13.838,-9.33,-12.004,-9.663,-11.335,-11.489,-16.623,-5.859,-11.487,-11.856,-12.311,-16.616,-13.255,-4.443,-4.74,-5.486,-7.101,-11.111,-12.933,-7.261
1000349.jpg,-21.496,-12.825,-20.146,-15.006,-18.212,-16.861,-13.318,-17.723,-16.802,-21.573,-15.176,-13.35,-19.147,-10.75,-9.955,-18.957,-22.056,-12.508,-14.896,-13.877,-17.568,-20.203,-18.046,-18.477,-15.462,-16.741,-17.91,-18.682,-14.288,-15.945,-15.527,-15.481,-23.237,-19.774,-24.592,-16.119,-18.662,-21.162,-16.715,-16.344,-12.728,-17.416,-21.647,-20.917,-16.111,-21.822,-25.937,-15.581,-25.177,-23.339,-18.354,-19.874,-27.538,-18.762,-11.585,-11.904,-15.53,-18.952,-19.157,-20.317,-19.857,-18.235,-17.163,-17.042,-16.286,-23.578,-21.908,-16.365,-16.739,-24.507,-16.686,-19.526,-14.642,-15.221
1000447.jpg,-20.698,-16.142,-19.517,-19.016,-18.456,-15.328,-10.703,-15.4,-13.823,-23.199,-11.609,-11.533,-23.109,-19.052,-16.278,-25.114,-7.633,-12.826,-19.104,-18.914,-19.239,-24.564,-13.103,-14.808,-14.457,-11.669,-10.088,-12.895,-11.936,-12.741,-17.336,-13.232,-15.594,-11.643,-17.684,-17.712,-15.542,-19.223,-13.564,-13.01,-13.013,-18.014,-21.578,-23.896,-13.824,-17.017,-16.016,-9.508,-14.522,-19.612,-13.95,-15.7,-15.39,-12.615,-13.518,-7.129,-11.026,-5.922,-7.134,-8.806,-15.212,-6.411,-9.516,-9.241,-10.973,-15.868,-8.265,-3.571,-4.165,-6.529,-3.005,-8.759,-9.471,-5.279
1000480.jpg,-20.487,-15.397,-20.139,-16.471,-16.48,-18.848,-13.737,-16.329,-17.32,-18.008,-12.594,-15.839,-22.374,-16.174,-15.12,-21.813,-17.705,-9.783,-13.952,-17.118,-12.513,-19.728,-10.6,-16.183,-12.499,-16.064,-12.353,-12.741,-13.569,-14.892,-15.914,-15.764,-17.334,-14.279,-19.735,-11.612,-12.078,-13.87,-10.514,-13.303,-5.638,-10.204,-15.35,-18.846,-4.001,-14.938,-15.962,-14.271,-24.415,-20.337,-16.017,-17.132,-19.529,-13.683,-10.951,-9.479,-10.644,-11.135,-10.235,-13.961,-14.534,-14.367,-13.422,-13.788,-11.434,-16.302,-13.78,-14.495,-15.706,-18.779,-13.713,-17.033,-12.585,-12.364
1000486.jpg,-22.273,-14.098,-19.731,-13.261,-15.9,-18.262,-11.048,-16.234,-14.102,-17.624,-9.302,-13.504,-17.296,-13.243,-11.214,-15.689,-17.143,-12.872,-15.54,-18.12,-16.253,-23.568,-12.412,-17.563,-15.257,-16.549,-14.566,-11.52,-12.373,-13.547,-16.505,-15.316,-17.857,-15.785,-18.618,-12.599,-16.255,-17.609,-13.138,-14.809,-8.172,-13.908,-17.34,-22.684,-5.911,-18.174,-18.044,-14.821,-26.017,-22.561,-17.589,-17.838,-24.355,-10.288,-6.928,-6.651,-9.298,-12.593,-12.854,-14.116,-14.098,-12.968,-12.326,-12.943,-8.353,-13.82,-14.647,-12.734,-12.312,-18.841,-13.061,-17.394,-10.668,-10.83
1000489.jpg,-19.869,-13.961,-19.753,-13.751,-14.472,-16.91,-11.703,-14.053,-13.098,-15.32,-8.675,-13.873,-21.188,-16.018,-14.148,-16.11,-12.6,-10.932,-13.937,-15.296,-14.052,-20.282,-8.732,-13.347,-10.704,-14.403,-10.435,-8.184,-13.45,-11.36,-15.35,-13.272,-12.124,-11.389,-14.295,-11.677,-12.12,-13.216,-9.37,-11.745,-7.125,-10.022,-15.008,-18.754,-4.144,-13.876,-14.215,-12.942,-21.573,-19.314,-13.778,-15.794,-17.499,-9.316,-7.772,-3.082,-8.383,-8.255,-10.299,-12.112,-13.701,-12.606,-11.906,-12.857,-6.647,-11.384,-11.524,-12.327,-12.843,-16.323,-10.088,-13.495,-11.189,-9.527
1000495.jpg,-11.553,-8.497,-12.339,-11.476,-8.856,-15.895,-12.969,-14.374,-8.899,-19.725,-14.757,-18.759,-19.83,-11.308,-10.407,-3.245,-17.912,-11.489,-8.918,-15.889,-12.718,-18.308,-13.845,-18.529,-13.526,-14.109,-12.674,-12.228,-13.108,-13.299,-14.892,-13.507,-18.076,-14.372,-21.479,-9.495,-11.657,-11.562,-12.147,-14.93,-11.275,-7.997,-20.776,-17.43,-14.375,-10.11,-22.936,-13.006,-23.889,-19.45,-14.497,-20.86,-24.629,-18.44,-11.026,-6.402,-14.626,-16.981,-15.1,-17.376,-18.184,-18.184,-13.774,-15.31,-14.485,-18.073,-17.853,-16.12,-16.154,-18.535,-16.17,-19.886,-15.203,-14.764
1000503.jpg,-20.575,-13.094,-18.875,-16.394,-15.226,-19.545,-13.419,-16.633,-14.209,-20.125,-11.914,-16.442,-22.32,-17.313,-15.849,-23.149,-17.83,-9.345,-15.348,-16.712,-13.309,-19.073,-11.765,-16.266,-12.475,-13.917,-10.884,-10.581,-11.68,-13.774,-14.232,-15.061,-16.062,-11.265,-18.602,-11.987,-10.68,-13.368,-9.871,-12.712,-5.315,-10.463,-16.599,-17.596,-3.917,-11.841,-16.261,-14.985,-24.118,-21.246,-14.137,-17.157,-19.35,-11.237,-10.842,-3.959,-9.704,-9.015,-9.168,-13.213,-14.751,-14.317,-10.961,-12.172,-8.54,-14.908,-12.722,-12.014,-13.622,-17.05,-11.489,-14.925,-10.251,-11.561
1000504.jpg,-22.398,-15.261,-19.877,-12.083,-18.733,-14.626,-12.489,-14.402,-15.104,-19.626,-14.659,-12.601,-20.112,-13.188,-13.314,-15.08,-18.954,-13.317,-16.254,-17.197,-19.332,-23.643,-12.313,-14.192,-15.734,-16.233,-14.078,-15.385,-13.389,-14.12,-16.177,-12.301,-18.771,-16.81,-21.722,-16.084,-16.279,-21.345,-16.971,-12.711,-9.134,-15.427,-18.73,-22.564,-13.707,-19.366,-20.766,-13.178,-20.358,-23.362,-14.233,-19.073,-25.455,-14.518,-10.151,-8.584,-13.671,-17.006,-17.983,-15.513,-21.19,-15.006,-14.667,-15.857,-14.182,-23.519,-20.432,-15.27,-15.345,-21.557,-16.104,-15.768,-15.638,-11.818
1000519.jpg,-19.767,-15.127,-18.689,-17.504,-15.583,-16.152,-13.137,-16.193,-15.49,-16.72,-11.791,-14.252,-22.851,-17.236,-17.068,-22.706,-15.195,-10.447,-11.856,-16.017,-10.145,-20.412,-9.831,-14.55,-12.189,-12.591,-10.137,-9.376,-12.038,-13.041,-13.855,-13.689,-13.693,-12.065,-15.554,-8.971,-10.437,-12.342,-8.854,-11.454,-4.351,-8.923,-15.148,-18.935,-2.14,-12.954,-12.632,-12.724,-19.907,-18.111,-13.394,-16.197,-19.778,-11.163,-10.052,-6.159,-9.694,-9.818,-14.074,-14.807,-15.257,-12.347,-13.9,-14.202,-9.567,-16.234,-16.734,-13.597,-14.618,-15.712,-13.682,-14.505,-14.023,-10.461
1000625.jpg,-13.485,-10.312,-17.211,-19.774,-7.453,-18.05,-14.854,-18.716,-9.827,-17.89,-15.353,-18.329,-21.551,-17.728,-16.757,-18.153,-12.555,-11.474,-17.489,-18.205,-7.655,-19.986,-12.971,-15.529,-13.351,-11.685,-11.041,-5.013,-13.886,-15.727,-15.994,-16.561,-18.032,-9.625,-21.606,-5.9,-8.764,-3.04,-8.163,-11.216,-10.09,-10.895,-16.473,-16.717,-15.361,-11.565,-14.069,-13.435,-21.899,-18.831,-15.655,-18.76,-19.195,-17.354,-14.604,-9.752,-16.567,-13.351,-15.133,-15.265,-14.745,-17.479,-15.057,-17.13,-12.544,-16.112,-16.144,-15.307,-16.861,-16.997,-14.319,-15.684,-15.764,-13.952
1000640.jpg,-17.96,-15.409,-17.848,-20.203,-16.583,-15.892,-12.957,-16.104,-10.511,-12.563,-13.538,-7.932,-22.676,-18.156,-17.205,-21.831,-11.278,-12.021,-20.52,-14.599,-18.352,-24.765,-12.37,-14.079,-12.358,-8.747,-11.952,-14.903,-11.625,-16.015,-20.126,-16.67,-15.635,-13.656,-19.178,-16.908,-13.458,-18.239,-13.854,-15.167,-10.676,-16.444,-15.725,-23.694,-10.143,-15.428,-18.478,-7.54,-7.684,-17.807,-14.516,-15.639,-18.578,-14.862,-10.73,-10.868,-13.113,-12.438,-16.109,-13.064,-18.602,-9.788,-14.768,-15.913,-12.484,-19.004,-14.153,-5.074,-6.029,-8.531,-4.572,-3.572,-13.307,-7.785
1000720.jpg,-18.738,-15.235,-18.465,-15.298,-17.545,-13.94,-12.57,-13.502,-9.873,-19.579,-10.631,-8.35,-23.279,-18.344,-15.968,-19.941,-8.543,-12.948,-19.009,-21.107,-20.288,-25.807,-14.118,-14.164,-13.37,-11.101,-10.978,-14.069,-9.789,-11.892,-16.399,-12.627,-14.781,-14.49,-17.951,-16.646,-16.859,-18.108,-14.472,-12.781,-12.546,-16.988,-19.663,-24.39,-10.6,-17.324,-18.53,-10.983,-15.368,-16.052,-15.313,-19.569,-22.955,-14.798,-13.71,-10.316,-12.27,-11.396,-14.07,-12.461,-17.805,-6.759,-12.427,-12.058,-15.378,-19.585,-15.324,-3.714,-4.144,-7.888,-7.255,-9.534,-12.363,-6.627
1000721.jpg,-19.262,-15.012,-19.259,-18.682,-16.505,-14.758,-11.803,-15.261,-12.491,-16.215,-12.404,-9.264,-24.188,-18.888,-16.953,-20.992,-11.003,-12.638,-19.095,-18.851,-16.44,-23.62,-11.716,-12.563,-14.558,-12.369,-10.54,-12.01,-12.607,-14.463,-18.509,-14.53,-13.012,-11.196,-16.112,-14.042,-11.731,-15.429,-11.911,-11.865,-8.983,-15.583,-17.441,-21.494,-9.822,-15.242,-14.789,-9.05,-10.394,-17.069,-13.512,-16.832,-18.258,-13.518,-11.595,-9.419,-12.388,-11.852,-13.574,-10.338,-15.055,-6.152,-12.419,-13.068,-11.065,-19.153,-14.697,-6.448,-6.677,-8.052,-7.738,-7.647,-13.4,-7.692
1000760.jpg,-24.47,-19.115,-21.776,-18.809,-21.218,-15.684,-12.219,-18.414,-16.054,-23.035,-5.027,-15.683,-23.445,-21.991,-14.99,-23.434,-12.734,-15.044,-21.598,-22.436,-24.946,-27.027,-15.334,-16.044,-16.248,-17.026,-11.815,-11.909,-14.035,-13.65,-16.974,-15.973,-22.382,-18.168,-22.589,-20.435,-19.381,-22.219,-18.014,-15.958,-14.873,-19.776,-21.4,-25.956,-15.675,-21.997,-18.46,-17.073,-27.731,-23.196,-16.158,-20.454,-22.763,-11.97,-6.449,-9.795,-13.362,-10.935,-12.599,-12.958,-16.763,-13.199,-13.439,-13.813,-6.459,-10.349,-14.489,-15.294,-14.453,-19.491,-13.043,-16.629,-13.187,-12.323
1000769.jpg,-22.042,-16.027,-19.39,-17.665,-16.922,-15.197,-9.201,-8.738,-16.341,-20.59,-10.167,-13.634,-27.415,-20.236,-17.818,-26.101,-12.133,-9.095,-14.455,-16.63,-16.964,-20.153,-9.665,-12.529,-10.456,-12.947,-7.648,-5.82,-8.8,-8.473,-12.788,-8.823,-6.613,-11.363,-6.559,-14.17,-15.896,-18.7,-13.236,-13.637,-6.406,-12.069,-16.07,-18.055,-10.077,-19.27,-17.525,-13.417,-21.662,-19.011,-11.59,-14.099,-15.174,-10.176,-8.807,-6.316,-9.327,-9.579,-10.193,-9.657,-10.275,-11.176,-9.104,-11.542,-5.89,-12.477,-11.704,-9.906,-10.979,-20.058,-11.116,-12.305,-10.659,-6.593
1000778.jpg,-18.044,-16.838,-19.957,-20.338,-14.088,-13.504,-12.804,-14.743,-12.134,-16.606,-13.18,-15.978,-22.559,-20.035,-18.532,-22.709,-8.647,-13.638,-19.409,-18.35,-18.13,-24.087,-11.863,-4.979,-13.352,-8.518,-10.51,-9.393,-15.058,-13.152,-14.961,-14.552,-13.194,-11.848,-16.009,-14.269,-15.047,-15.625,-13.026,-14.884,-12.7,-15.917,-18.42,-21.521,-13.406,-15.645,-15.953,-9.806,-19.574,-15.909,-10.635,-17.864,-17.961,-7.88,-12.702,-3.436,-8.949,-8.863,-11.421,-13.861,-16.568,-10.204,-10.594,-11.262,-9.98,-14.325,-13.094,-11.198,-14.256,-12.91,-9.506,-8.661,-13.118,-10.727
1000839.jpg,-13.385,-11.563,-15.178,-14.232,-9.604,-15.618,-12.985,-13.606,-9.685,-17.374,-13.537,-17.961,-22.229,-16.277,-16.392,-17.299,-13.304,-10.564,-14.031,-16.005,-7.337,-17.433,-11.069,-13.158,-10.028,-12.78,-9.203,-5.131,-10.938,-10.523,-12.046,-13.146,-11.732,-8.167,-15.664,-3.912,-4.54,-4.555,-5.103,-10.652,-4.834,-7.161,-15.826,-14.812,-6.437,-4.715,-14.384,-12.4,-20.767,-14.17,-12.963,-15.47,-16.722,-14.199,-13.697,-7.304,-12.747,-11.346,-10.999,-15.078,-15.948,-15.761,-10.639,-12.424,-13.12,-16.36,-15.551,-13.63,-15.848,-15.421,-13.12,-15.15,-14.754,-11.634
1000840.jpg,-15.723,-12.157,-17.026,-16.34,-9.673,-17.161,-13.763,-16.634,-11.427,-15.356,-11.475,-15.762,-23.475,-18.006,-16.427,-20.476,-13.749,-10.983,-14.359,-17.607,-9.751,-20.006,-11.747,-14.693,-10.343,-12.712,-8.718,-3.346,-11.497,-10.303,-10.912,-11.516,-13.601,-8.824,-16.606,-7.899,-7.266,-6.951,-6.032,-11.186,-6.818,-9.118,-14.958,-17.429,-6.868,-10.598,-14.934,-12.963,-20.797,-16.507,-14.088,-17.491,-20.22,-10.518,-10.022,-4.634,-10.117,-10.855,-13.331,-15.082,-16.258,-14.145,-13.4,-14.505,-12.16,-14.68,-16.335,-12.931,-15.921,-15.053,-13.246,-14.308,-12.878,-11.937
1000857.jpg,-20.39,-15.661,-18.455,-19.106,-15.035,-16.648,-11.93,-14.891,-15.001,-22.355,-10.755,-4.869,-19.154,-16.683,-16.407,-24.288,-10.722,-13.559,-21.647,-22.598,-21.673,-25.721,-14.332,-15.419,-15.606,-12.926,-10.182,-11.171,-12.527,-13.937,-16.756,-11.287,-16.856,-12.072,-19.895,-15.711,-14.304,-15.85,-12.508,-14.206,-14.445,-18.345,-21.2,-22.431,-13.706,-18.149,-15.014,-13.237,-18.275,-17.415,-14.129,-18.817,-21.718,-13.622,-12.732,-8.39,-11.585,-10.428,-11.302,-10.125,-13.04,-6.415,-9.821,-10.448,-13.894,-16.591,-13.85,-3.465,-3.909,-7.292,-5.156,-10.407,-10.334,-5.198
1000980.jpg,-19.022,-14.867,-18.223,-13.57,-13.875,-16.011,-10.136,-17.058,-13.096,-15.215,-9.443,-14.107,-22.292,-18.683,-16.24,-20.381,-14.333,-10.309,-15.515,-17.602,-11.241,-21.464,-10.836,-13.041,-10.859,-14.132,-13.135,-8.555,-12.245,-11.924,-16.195,-13.26,-14.338,-11.212,-16.778,-9.404,-11.156,-13.209,-8.509,-8.38,-5.502,-12.406,-16.779,-21.007,-6.575,-14.228,-10.151,-13.051,-23.06,-19.831,-16.32,-17.526,-19.464,-11.054,-9.926,-7.741,-8.713,-9.464,-9.588,-10.286,-12.899,-11.117,-9.788,-11.224,-9.186,-15.101,-13.467,-10.673,-11.593,-14.082,-11.216,-13.134,-10.202,-10.064
1001028.jpg,-20.547,-13.6,-19.943,-16.916,-16.876,-19.53,-13.62,-19.31,-15.301,-20.47,-13.046,-17.061,-20.509,-14.367,-11.247,-19.317,-20.839,-9.599,-15.804,-17.894,-16.697,-21.436,-11.596,-17.55,-12.656,-16.352,-12.36,-13.733,-13.005,-15.272,-14.622,-15.492,-21.151,-15.275,-24.308,-16.104,-14.181,-17.466,-14.241,-14.96,-7.348,-12.151,-16.874,-21.101,-7.162,-13.728,-19.568,-15.262,-25.166,-23.293,-16.494,-20.391,-27.521,-14.031,-10.51,-4.758,-11.582,-11.738,-14.227,-15.146,-18.707,-16.039,-13.617,-15.0,-9.545,-15.543,-16.765,-13.268,-15.932,-18.72,-14.702,-17.08,-13.159,-13.796
1001085.jpg,-19.519,-14.792,-19.508,-19.026,-17.76,-17.697,-13.524,-15.51,-15.885,-19.79,-13.028,-15.111,-22.35,-15.789,-16.33,-23.089,-14.651,-8.979,-13.482,-16.648,-13.743,-19.558,-9.262,-14.157,-11.461,-13.723,-9.631,-10.982,-12.105,-12.912,-14.663,-13.163,-15.211,-12.559,-18.257,-12.032,-11.688,-15.248,-12.102,-13.102,-4.5,-9.854,-17.121,-18.39,-0.533,-13.115,-15.89,-13.218,-21.259,-20.072,-13.493,-16.291,-20.046,-12.443,-12.642,-4.223,-10.559,-10.279,-13.57,-14.996,-17.359,-12.597,-15.221,-14.469,-9.636,-15.966,-16.215,-11.621,-13.199,-16.045,-12.462,-13.323,-13.072,-10.216
10011.jpg,-18.014,-15.494,-18.344,-20.008,-16.499,-17.383,-12.539,-17.072,-13.394,-18.106,-16.916,-17.116,-24.801,-19.769,-20.661,-23.012,-15.834,-11.09,-18.672,-19.227,-10.386,-23.034,-11.543,-19.296,-13.61,-15.959,-12.92,-13.919,-13.974,-15.537,-17.377,-17.792,-15.841,-11.275,-18.707,-5.582,-9.187,-12.281,-3.475,-8.923,-10.314,-14.112,-20.004,-19.898,-10.307,-9.822,-10.793,-12.852,-20.529,-17.559,-17.343,-17.506,-19.997,-16.505,-14.769,-10.584,-12.912,-13.211,-12.57,-15.401,-18.004,-15.002,-11.131,-12.638,-12.802,-17.676,-16.671,-15.214,-16.776,-15.762,-15.341,-17.795,-14.899,-13.822
1001178.jpg,-21.902,-16.044,-21.691,-17.863,-19.508,-18.131,-13.274,-15.64,-17.726,-17.016,-13.008,-10.342,-25.285,-19.762,-19.057,-24.036,-15.743,-12.118,-17.447,-18.861,-17.162,-23.093,-10.741,-15.096,-13.486,-14.218,-12.849,-13.41,-11.824,-13.527,-16.148,-13.819,-15.154,-15.004,-18.621,-14.053,-14.933,-16.488,-12.948,-14.53,-6.181,-12.405,-15.667,-21.234,-2.047,-17.846,-17.347,-14.047,-19.037,-21.165,-15.243,-15.869,-21.438,-11.476,-11.922,-7.767,-8.417,-10.817,-14.42,-12.685,-16.645,-8.269,-14.024,-13.724,-8.99,-17.091,-14.729,-7.712,-7.281,-13.826,-6.638,-9.169,-11.103,-5.621
1001250.jpg,-23.165,-15.502,-20.81,-18.432,-20.074,-12.327,-8.221,-17.015,-16.149,-18.025,-13.502,-17.261,-26.765,-18.649,-17.79,-28.084,-15.651,-8.116,-15.421,-12.887,-13.295,-21.054,-8.714,-12.281,-10.683,-12.592,-15.165,-12.458,-11.208,-14.902,-15.361,-13.409,-19.138,-15.592,-20.502,-12.804,-14.288,-16.301,-12.77,-11.318,-3.002,-12.484,-15.684,-21.664,-8.392,-18.388,-12.512,-12.014,-17.578,-24.199,-12.922,-15.594,-18.203,-14.774,-12.149,-11.956,-15.096,-10.69,-13.436,-12.606,-17.607,-11.314,-12.979,-13.276,-8.291,-20.849,-15.403,-13.499,-15.5,-21.916,-14.163,-15.165,-11.407,-6.843
1001251.jpg,-24.415,-15.721,-22.329,-17.993,-23.087,-15.93,-9.869,-17.99,-17.828,-17.71,-15.185,-16.535,-25.095,-18.256,-17.789,-27.111,-20.113,-10.107,-14.375,-15.782,-15.903,-24.021,-9.457,-10.109,-9.215,-14.645,-15.41,-14.419,-11.817,-14.389,-15.431,-11.701,-19.83,-16.195,-20.923,-15.152,-14.121,-19.016,-12.114,-11.108,-4.87,-11.629,-13.732,-23.511,-4.611,-19.689,-17.263,-13.765,-22.473,-23.326,-15.396,-15.51,-21.756,-12.805,-11.797,-10.06,-9.423,-9.968,-14.056,-13.432,-18.29,-11.584,-14.007,-14.351,-11.676,-20.511,-16.577,-10.83,-14.242,-21.158,-12.595,-13.296,-11.893,-9.724
1001254.jpg,-24.39,-15.2,-21.493,-18.767,-19.822,-15.318,-10.816,-17.061,-13.908,-17.377,-14.973,-17.308,-22.696,-17.279,-14.691,-27.116,-18.107,-8.837,-14.405,-13.854,-11.988,-21.695,-9.379,-7.116,-9.694,-12.565,-15.579,-12.997,-12.535,-15.43,-15.654,-12.938,-19.74,-15.11,-22.387,-12.65,-12.508,-17.902,-11.579,-11.082,-4.798,-12.58,-15.718,-21.968,-6.615,-18.183,-16.842,-12.816,-19.987,-23.969,-13.353,-17.051,-21.8,-13.686,-11.75,-8.442,-10.948,-10.87,-15.423,-13.727,-18.269,-12.151,-13.34,-14.209,-10.38,-20.076,-14.154,-13.159,-15.159,-19.459,-12.434,-11.675,-12.591,-10.221
1001302.jpg,-24.587,-17.942,-20.592,-17.225,-17.764,-15.67,-12.613,-16.662,-15.56,-24.218,-7.828,-14.316,-18.817,-17.983,-13.626,-20.24,-12.807,-15.324,-21.051,-22.87,-23.312,-27.303,-14.112,-16.999,-13.918,-17.527,-9.161,-10.243,-15.445,-11.04,-17.92,-12.338,-20.862,-18.166,-20.166,-18.352,-19.28,-21.057,-18.696,-18.422,-14.843,-19.532,-23.21,-25.836,-14.633,-22.124,-19.595,-15.598,-25.759,-21.77,-16.363,-19.806,-25.041,-6.851,-9.964,-4.401,-5.677,-10.247,-11.766,-13.582,-18.173,-12.864,-12.754,-12.656,-9.57,-3.783,-12.91,-13.227,-14.004,-18.068,-11.9,-16.952,-12.331,-12.56
1001331.jpg,-17.768,-13.185,-19.324,-18.282,-12.352,-16.488,-13.543,-14.442,-11.868,-15.983,-14.436,-17.763,-25.175,-18.03,-13.637,-21.949,-18.675,-10.495,-17.193,-16.06,-10.704,-20.379,-10.789,-11.481,-10.728,-14.699,-13.391,-10.137,-12.73,-14.771,-16.082,-15.467,-15.798,-12.339,-20.108,-8.59,-6.42,-9.943,-9.771,-11.458,-4.521,-10.475,-15.084,-17.728,-8.817,-10.647,-16.541,-10.548,-20.667,-20.718,-15.364,-15.101,-19.907,-15.041,-11.633,-7.877,-12.563,-13.893,-16.624,-15.083,-19.321,-14.498,-14.316,-15.266,-14.984,-17.079,-15.778,-14.714,-16.257,-18.619,-14.851,-14.944,-15.663,-12.368
1001348.jpg,-17.169,-17.336,-19.042,-21.198,-15.741,-10.839,-13.546,-15.016,-12.069,-14.113,-19.497,-16.998,-26.694,-21.613,-20.481,-24.218,-14.226,-13.564,-19.109,-13.11,-18.589,-20.983,-9.64,-7.123,-11.613,-11.85,-12.024,-13.297,-14.22,-14.259,-15.28,-14.793,-13.368,-12.861,-17.102,-15.569,-13.587,-16.199,-15.017,-18.49,-9.009,-13.543,-15.095,-17.503,-14.203,-15.383,-17.079,-2.092,-12.066,-14.229,-5.158,-11.465,-14.961,-16.449,-13.666,-12.214,-15.219,-15.276,-15.818,-16.533,-20.186,-13.343,-14.875,-15.741,-15.194,-20.89,-18.19,-14.162,-16.851,-13.434,-12.036,-10.113,-15.69,-10.862
