,Event,Wedding,Performance or concert,Dancing people,Funeral,Traffic accident,Fire,Police or army (armed forces),Procession,Marketplace,Hunting scene,Fishing,Portrait,Studio portrait,Double portrait,Group portrait,Aerial photograph,Interior view,Classroom (interior),Factory (interior),Religious structure (interior),Healthcare facility (interior),Built environment,Street or road,Square (open space),Bridge,Park (recreation area),Burial ground,Swimming pool,Sports field,Tennis court,Foutball pitch,Military base,Fort,Military field base,Religious structure,Mosque,Church,Temple,Temple Reliefs,House or building (other),School building,Store,Healthcare facility,Stilt house,Palace,Ruin,Industry and transport,Port or shipyard,Airport,Railroad,Factory or power station,Mine (industrial complex),Agricultural land,Husbandry,Plantation,Rice field,Natural landscape,Mountain,Rocks (landform),Cave,Coast (coastline),Volcano,Volcanic eruption,Wood (plant community),Grassland (plant community),Valley (landform),Expanse of water,Bodies of water (sea or lake),Bay,River,Canal,Waterfall,Flood
406230.jpg,-16.609,-3.426,-17.109,-13.447,-10.276,-16.776,-14.482,-13.562,-9.41,-22.769,-19.224,-17.658,-17.152,-10.442,-7.385,-11.993,-19.729,-11.092,-13.383,-17.354,-15.258,-17.733,-16.945,-19.277,-13.916,-16.377,-16.343,-17.009,-14.921,-15.961,-16.29,-14.032,-21.886,-21.089,-23.534,-12.098,-17.31,-15.614,-15.342,-14.369,-13.161,-17.442,-22.106,-18.496,-19.315,-20.988,-29.169,-16.329,-26.946,-19.363,-16.982,-22.096,-27.237,-21.258,-12.221,-15.041,-18.091,-22.606,-18.318,-17.639,-22.007,-18.152,-17.31,-17.601,-18.682,-20.326,-20.477,-16.26,-17.455,-25.416,-17.427,-21.307,-14.846,-16.378
406278.jpg,-22.139,-13.874,-20.861,-18.99,-16.591,-16.71,-11.752,-16.574,-17.119,-22.385,-14.072,-16.542,-23.197,-18.308,-16.094,-24.868,-18.003,-10.45,-17.083,-17.074,-18.418,-22.547,-11.985,-14.908,-14.385,-13.017,-12.788,-11.951,-10.97,-14.557,-14.0,-12.867,-18.523,-14.157,-21.569,-15.339,-14.017,-17.276,-14.415,-11.779,-6.663,-12.534,-18.262,-21.786,-13.388,-16.381,-18.195,-13.349,-24.561,-21.913,-12.959,-19.171,-23.723,-14.448,-11.128,-8.466,-13.416,-13.238,-13.8,-11.588,-16.695,-13.248,-11.661,-13.036,-11.417,-18.9,-16.651,-12.482,-15.142,-19.088,-14.971,-13.93,-11.543,-10.656
406290.jpg,-16.242,-14.96,-17.198,-12.214,-13.634,-12.883,-11.539,-10.034,-11.802,-8.578,-10.957,-11.831,-24.7,-19.612,-17.569,-16.215,-15.681,-11.76,-14.331,-15.255,-12.382,-21.356,-11.96,-10.375,-8.904,-12.395,-10.023,-9.723,-11.756,-10.864,-12.899,-12.676,-9.2,-10.972,-11.745,-11.124,-10.039,-14.976,-9.619,-12.053,-6.284,-10.398,-12.945,-18.588,-6.76,-12.68,-16.999,-8.668,-15.984,-10.279,-10.293,-14.677,-17.562,-11.65,-7.983,-6.774,-7.681,-12.825,-11.152,-13.587,-15.655,-12.839,-11.627,-12.947,-11.905,-16.222,-13.74,-11.367,-12.736,-14.426,-11.065,-11.922,-14.454,-9.514
406299.jpg,-23.042,-17.938,-21.532,-19.563,-19.918,-16.583,-8.779,-20.685,-14.533,-24.127,-16.592,-19.449,-25.292,-20.45,-19.712,-25.005,-11.275,-14.895,-18.996,-20.801,-18.449,-23.412,-18.112,-22.45,-19.175,-20.084,-15.947,-15.858,-15.69,-17.408,-20.893,-17.138,-23.086,-21.435,-23.404,-18.838,-17.731,-20.91,-17.454,-17.635,-16.345,-19.338,-24.515,-22.757,-20.083,-22.169,-16.382,-15.806,-26.807,-22.077,-18.89,-19.325,-19.453,-15.703,-16.401,-12.452,-17.276,-10.585,-10.608,-10.655,-15.311,-17.548,-2.684,-1.287,-14.535,-17.54,-11.554,-12.685,-14.176,-19.659,-15.878,-20.991,-13.837,-11.894
406433.jpg,-20.145,-16.285,-18.461,-19.467,-18.321,-17.145,-11.839,-18.983,-15.063,-22.308,-13.886,-16.982,-22.487,-19.235,-18.443,-23.293,-7.692,-13.65,-19.689,-21.127,-16.889,-23.458,-13.525,-15.832,-14.506,-15.454,-12.271,-12.899,-15.247,-12.83,-17.383,-15.189,-18.707,-14.452,-19.744,-15.395,-16.183,-17.465,-13.426,-15.32,-12.203,-17.496,-24.298,-21.999,-16.897,-16.745,-16.111,-14.065,-23.664,-19.906,-14.63,-17.955,-18.235,-9.6,-14.888,-8.353,-10.517,-6.553,-6.0,-10.229,-16.133,-13.068,-4.431,-6.444,-13.507,-13.101,-5.801,-10.164,-12.424,-15.587,-10.031,-15.247,-12.776,-11.39
406480.jpg,-18.021,-11.548,-16.191,-12.549,-12.616,-17.652,-13.715,-17.879,-10.254,-21.004,-13.358,-14.588,-15.329,-11.737,-8.153,-8.183,-15.723,-12.935,-15.576,-21.313,-21.793,-22.957,-13.99,-17.454,-16.524,-14.641,-10.928,-10.642,-11.911,-13.135,-11.437,-13.363,-21.747,-15.381,-23.106,-17.427,-18.235,-17.984,-15.568,-16.19,-12.552,-14.078,-20.916,-21.399,-14.158,-16.444,-24.39,-15.899,-25.659,-22.298,-14.984,-21.699,-27.031,-13.876,-10.33,-4.793,-11.918,-12.856,-13.732,-15.72,-17.349,-14.086,-14.162,-14.694,-11.061,-13.831,-15.478,-12.737,-13.345,-18.51,-11.861,-14.211,-11.061,-13.258
406492.jpg,-22.558,-18.827,-21.243,-17.162,-17.716,-17.481,-11.291,-16.119,-15.667,-19.746,-10.569,-14.412,-22.673,-20.754,-18.128,-21.604,-14.102,-14.793,-18.337,-17.457,-22.427,-24.898,-15.37,-18.17,-15.933,-17.802,-11.502,-10.655,-16.689,-12.299,-17.86,-13.611,-16.358,-16.558,-15.963,-18.73,-18.958,-20.446,-17.499,-18.028,-15.222,-18.318,-21.45,-23.988,-16.901,-20.171,-17.828,-14.491,-22.285,-19.867,-16.649,-16.506,-19.406,-6.249,-8.531,-1.442,-9.445,-11.87,-13.814,-15.035,-17.437,-15.176,-12.241,-13.094,-4.072,-11.177,-14.905,-14.34,-16.028,-19.756,-12.794,-16.168,-15.048,-13.693
406778.jpg,-21.501,-16.287,-20.733,-21.325,-18.875,-18.566,-12.78,-16.383,-17.428,-23.373,-11.386,-12.717,-22.337,-20.773,-18.694,-25.154,-9.106,-12.701,-19.325,-21.24,-20.3,-23.971,-12.506,-17.13,-15.064,-15.92,-8.064,-12.962,-12.705,-14.029,-17.937,-14.853,-17.238,-14.057,-17.905,-17.877,-16.685,-19.799,-13.962,-15.662,-14.292,-17.441,-22.0,-22.826,-16.312,-18.95,-15.746,-15.169,-23.507,-20.779,-16.84,-19.139,-16.801,-11.328,-13.675,-8.674,-13.939,-5.542,-7.806,-10.069,-14.846,-11.063,-9.052,-10.242,-9.364,-12.869,-8.256,-6.921,-7.978,-13.35,-7.906,-14.127,-12.487,-9.738
406812.jpg,-21.538,-16.115,-19.498,-16.235,-10.826,-13.33,-4.942,-15.731,-13.304,-21.016,-8.421,-10.855,-23.392,-19.529,-19.137,-23.822,-12.25,-14.293,-17.265,-16.253,-19.405,-25.04,-12.516,-15.642,-14.072,-12.728,-11.633,-5.244,-12.182,-9.703,-18.712,-13.347,-14.495,-16.591,-14.336,-14.74,-16.954,-17.89,-15.706,-16.481,-9.215,-14.812,-21.948,-23.518,-10.018,-22.784,-15.777,-11.766,-20.13,-18.876,-12.175,-13.488,-20.198,-7.972,-9.89,-4.174,-5.686,-10.404,-12.272,-11.291,-15.338,-10.801,-7.741,-6.861,-5.887,-9.895,-12.876,-11.291,-11.083,-16.751,-8.796,-12.907,-11.198,-8.917
406840.jpg,-27.168,-17.034,-24.554,-20.539,-19.455,-19.23,-14.951,-21.466,-17.147,-27.711,-21.243,-18.86,-19.882,-15.03,-13.303,-27.863,-19.634,-13.702,-20.619,-21.052,-20.671,-20.706,-20.966,-23.648,-22.01,-21.834,-20.622,-17.806,-12.129,-22.766,-24.745,-20.415,-28.583,-23.067,-30.903,-19.564,-21.412,-20.673,-19.224,-17.829,-16.61,-23.099,-25.186,-21.351,-19.683,-27.026,-24.897,-18.882,-30.361,-28.276,-21.287,-24.557,-30.793,-23.636,-15.359,-17.639,-20.46,-20.596,-21.382,-21.372,-19.531,-20.589,-16.639,-17.573,-17.395,-27.355,-23.128,-13.241,-12.371,-25.477,-15.479,-19.107,-14.351,-11.282
406857.jpg,-21.522,-12.168,-20.257,-16.117,-16.514,-17.367,-14.28,-19.376,-13.39,-22.81,-19.612,-18.543,-18.367,-14.573,-7.175,-17.322,-21.218,-16.15,-21.199,-24.242,-22.969,-23.933,-18.803,-19.674,-18.791,-18.085,-15.812,-16.508,-14.52,-16.96,-16.893,-16.444,-24.016,-18.403,-26.166,-18.839,-18.354,-19.237,-18.188,-18.598,-15.726,-20.676,-23.829,-21.407,-17.473,-22.372,-24.417,-17.798,-27.111,-23.565,-18.713,-23.958,-33.556,-19.383,-12.173,-12.104,-15.229,-19.56,-19.164,-18.581,-20.579,-17.881,-15.917,-16.974,-13.615,-20.049,-21.453,-16.971,-15.9,-22.69,-16.323,-18.963,-16.65,-15.418
407242.jpg,-10.39,-10.273,-11.589,-9.253,-10.384,-12.179,-9.968,-9.216,-5.228,-15.326,-16.394,-11.195,-26.535,-18.264,-15.713,-12.712,-11.929,-10.644,-14.174,-7.466,-13.542,-15.803,-10.028,-14.317,-12.084,-11.088,-9.84,-11.754,-7.536,-8.509,-9.354,-9.62,-5.768,-8.012,-10.228,-11.069,-10.922,-12.859,-10.245,-12.658,-6.889,-8.693,-15.436,-13.082,-12.052,-10.96,-17.217,-6.071,-6.267,-10.963,-8.706,-9.234,-12.45,-17.296,-9.148,-8.456,-15.021,-17.706,-15.397,-16.604,-18.296,-13.036,-12.796,-13.645,-12.932,-20.604,-18.409,-10.142,-10.551,-14.503,-10.697,-9.04,-13.628,-7.636
407251.jpg,-21.903,-16.079,-20.518,-19.123,-17.778,-14.721,-13.57,-7.336,-16.383,-22.191,-11.547,-17.227,-17.942,-14.939,-12.218,-20.525,-18.931,-14.743,-21.187,-21.949,-25.174,-26.662,-18.76,-16.337,-17.503,-18.305,-14.654,-17.424,-17.027,-15.768,-19.327,-16.113,-15.209,-17.724,-16.818,-20.23,-18.653,-23.676,-20.394,-20.801,-14.722,-18.8,-21.787,-24.462,-17.268,-19.289,-23.946,-13.075,-24.874,-22.008,-15.847,-22.807,-29.185,-16.419,-7.914,-13.91,-15.367,-17.811,-18.172,-18.994,-22.456,-18.526,-16.532,-16.773,-13.06,-17.693,-20.789,-17.321,-17.798,-22.887,-16.521,-18.948,-17.263,-15.82
407302.jpg,-20.374,-14.79,-19.69,-15.194,-17.183,-15.439,-12.261,-15.627,-10.99,-14.742,-11.532,-15.348,-20.466,-16.328,-15.934,-23.667,-17.774,-10.359,-15.637,-15.951,-15.891,-22.384,-11.304,-7.245,-9.692,-11.891,-11.164,-10.412,-12.257,-12.695,-14.164,-13.311,-16.74,-12.255,-19.632,-14.05,-13.103,-16.766,-11.634,-13.079,-6.731,-11.873,-15.67,-21.066,-8.6,-16.153,-18.966,-13.104,-21.032,-19.656,-12.645,-17.957,-22.249,-12.908,-10.822,-9.011,-11.957,-12.245,-13.775,-15.43,-16.26,-12.649,-13.764,-14.974,-10.538,-17.211,-15.905,-12.408,-14.329,-17.368,-12.504,-13.913,-12.336,-11.537
407308.jpg,-14.741,-15.182,-15.495,-17.317,-13.28,-12.961,-12.575,-11.992,-12.299,-19.122,-13.131,-15.046,-21.969,-17.536,-16.106,-20.146,-11.389,-11.538,-17.099,-15.88,-19.986,-22.33,-16.314,-16.358,-13.4,-15.106,-12.214,-14.371,-15.692,-10.124,-15.757,-11.102,-11.218,-12.207,-11.834,-16.878,-15.972,-17.429,-15.099,-16.827,-13.062,-16.427,-19.618,-19.457,-16.417,-14.119,-16.312,-7.397,-18.263,-6.172,-15.948,-16.967,-19.243,-14.634,-12.939,-12.95,-13.282,-15.556,-14.681,-16.322,-18.904,-16.78,-15.409,-15.964,-14.929,-16.488,-16.282,-14.887,-16.732,-18.439,-15.762,-16.041,-14.744,-13.542
407376.jpg,-22.474,-10.115,-18.956,-18.149,-12.966,-17.219,-16.031,-21.346,-16.503,-23.973,-16.9,-20.746,-16.065,-8.969,-10.008,-20.03,-22.04,-6.813,-13.48,-17.668,-18.86,-17.026,-17.174,-20.095,-14.157,-19.043,-16.708,-17.163,-14.654,-18.719,-16.198,-16.352,-26.801,-20.659,-29.725,-20.377,-20.508,-20.655,-18.856,-17.275,-12.094,-19.008,-20.998,-21.922,-15.173,-19.487,-28.142,-16.735,-28.962,-25.816,-19.16,-24.692,-30.876,-21.073,-14.885,-13.35,-19.31,-18.228,-19.509,-19.222,-20.432,-19.35,-18.362,-18.798,-17.176,-22.243,-19.724,-16.699,-16.178,-26.684,-17.644,-20.126,-15.135,-15.576
407380.jpg,-17.634,-13.317,-18.744,-16.784,-12.74,-13.65,-14.45,-15.711,-8.759,-16.453,-17.555,-16.416,-17.749,-15.397,-7.67,-14.481,-15.777,-15.023,-18.956,-20.37,-22.84,-22.256,-13.701,-12.291,-14.978,-16.488,-13.586,-14.932,-14.061,-15.41,-15.002,-16.089,-19.931,-16.795,-22.472,-19.27,-18.862,-17.662,-17.69,-20.003,-13.785,-16.733,-15.632,-19.544,-16.607,-19.57,-23.034,-12.295,-23.547,-18.768,-15.851,-21.269,-27.855,-19.597,-11.252,-13.431,-17.705,-19.342,-18.467,-19.369,-20.026,-16.957,-16.553,-17.127,-15.301,-19.086,-19.86,-17.929,-17.824,-19.837,-17.026,-17.629,-16.45,-14.972
407388.jpg,-21.096,-12.832,-20.508,-19.57,-16.395,-17.483,-15.427,-16.848,-15.675,-21.42,-20.242,-16.406,-15.883,-13.9,-12.283,-19.884,-19.426,-15.843,-20.794,-21.618,-22.525,-24.547,-15.56,-17.421,-19.127,-17.998,-16.593,-17.036,-14.874,-16.65,-16.519,-15.031,-21.973,-17.751,-25.444,-18.456,-17.249,-16.724,-16.787,-18.803,-12.276,-16.654,-20.987,-22.08,-17.69,-20.517,-23.669,-15.775,-24.178,-21.443,-16.908,-21.583,-30.31,-19.783,-15.418,-14.96,-17.394,-19.12,-18.67,-18.019,-20.284,-18.88,-16.772,-18.372,-17.581,-22.254,-20.89,-17.225,-16.396,-22.372,-16.454,-17.852,-15.958,-15.441
407517.jpg,-19.051,-10.332,-16.569,-14.931,-12.799,-17.144,-13.555,-17.617,-12.972,-21.022,-15.794,-16.601,-14.31,-13.057,-9.233,-17.582,-14.366,-13.559,-16.312,-19.74,-19.435,-22.999,-15.363,-15.437,-13.715,-14.223,-11.643,-10.703,-13.227,-14.084,-13.343,-13.321,-20.112,-16.876,-21.713,-16.494,-18.95,-16.8,-15.593,-16.293,-10.96,-15.263,-18.795,-21.884,-14.771,-20.7,-20.762,-15.906,-23.329,-21.228,-13.256,-20.494,-25.581,-12.982,-12.81,-9.813,-14.026,-16.174,-16.182,-16.85,-17.598,-16.844,-16.473,-17.801,-9.439,-16.388,-18.781,-14.161,-15.025,-22.099,-14.685,-15.993,-12.371,-12.622
407525.jpg,-22.15,-12.299,-17.4,-11.299,-17.101,-16.061,-11.873,-19.436,-11.237,-24.054,-13.357,-11.389,-18.179,-14.575,-8.548,-19.854,-15.228,-13.161,-18.572,-21.772,-23.275,-27.055,-15.589,-16.063,-14.414,-14.826,-14.502,-15.433,-7.747,-12.892,-13.411,-13.192,-23.892,-18.021,-25.271,-18.005,-19.672,-20.763,-16.583,-15.769,-11.411,-16.527,-21.187,-25.539,-12.326,-22.703,-21.985,-16.85,-26.616,-24.477,-15.428,-23.094,-31.327,-14.74,-13.221,-10.46,-13.963,-14.745,-12.856,-14.334,-16.107,-13.423,-12.367,-13.667,-9.986,-18.471,-17.747,-12.483,-10.746,-21.001,-12.271,-17.015,-10.504,-11.144
407721.jpg,-19.131,-13.093,-19.537,-17.224,-16.0,-18.0,-14.391,-14.405,-17.997,-20.207,-16.126,-16.872,-25.563,-11.933,-12.935,-22.359,-21.639,-6.128,-7.802,-11.626,-11.399,-12.136,-13.757,-19.177,-11.787,-17.074,-16.449,-16.337,-12.662,-16.917,-14.925,-15.568,-19.581,-15.188,-22.942,-15.004,-15.755,-17.475,-15.647,-13.513,-9.0,-13.729,-17.667,-15.663,-12.284,-15.624,-26.236,-14.475,-22.266,-19.885,-17.405,-20.74,-25.419,-19.362,-12.657,-9.368,-16.706,-18.983,-18.562,-19.616,-19.734,-18.044,-18.104,-18.017,-17.429,-23.997,-21.015,-16.282,-17.075,-22.11,-17.543,-19.638,-17.07,-16.363
40784.jpg,-16.463,-12.759,-15.385,-14.444,-11.562,-11.857,-9.353,-9.55,-10.157,-13.661,-9.902,-14.495,-21.854,-17.621,-14.57,-17.814,-13.93,-9.921,-15.323,-12.413,-14.75,-19.682,-9.567,-10.094,-8.544,-13.008,-10.48,-9.719,-12.244,-12.296,-15.775,-12.967,-7.158,-6.929,-9.77,-11.77,-9.0,-12.041,-9.384,-11.428,-2.43,-7.8,-11.777,-16.157,-6.603,-8.607,-13.249,-4.751,-12.964,-12.992,-4.577,-11.729,-9.341,-11.221,-7.078,-5.345,-10.799,-10.213,-10.349,-11.702,-16.339,-11.616,-10.743,-11.623,-12.42,-16.073,-12.407,-11.671,-12.453,-13.464,-11.272,-11.628,-13.785,-8.541
407850.jpg,-11.423,-5.247,-12.968,-10.808,-7.567,-15.994,-12.66,-14.735,-6.473,-16.259,-13.334,-14.476,-20.173,-12.704,-10.921,-6.091,-16.872,-10.548,-12.007,-13.972,-8.812,-15.364,-11.693,-18.066,-11.854,-11.675,-7.704,-7.779,-12.177,-11.748,-13.223,-13.688,-13.623,-10.417,-16.051,-6.721,-11.085,-8.554,-8.245,-12.541,-9.364,-10.708,-18.974,-14.377,-10.186,-10.209,-20.256,-13.159,-20.125,-16.116,-13.472,-17.59,-21.048,-12.682,-8.444,-3.963,-10.766,-14.317,-12.26,-16.121,-13.661,-13.88,-11.295,-13.416,-10.35,-14.696,-17.21,-12.592,-12.252,-14.824,-12.454,-16.308,-11.64,-11.22
40788.jpg,-20.795,-14.811,-19.893,-17.517,-18.29,-15.496,-12.266,-16.264,-13.611,-23.094,-11.137,-12.967,-22.345,-19.992,-14.923,-25.382,-9.271,-11.915,-17.664,-19.983,-20.009,-23.966,-14.058,-9.163,-11.914,-11.618,-5.837,-11.106,-13.16,-12.046,-15.522,-14.159,-18.0,-13.81,-19.007,-18.34,-17.449,-19.881,-14.317,-15.498,-11.808,-16.129,-21.566,-22.82,-14.923,-20.247,-17.702,-11.726,-21.848,-21.091,-10.517,-17.8,-17.787,-9.854,-13.503,-7.558,-12.041,-4.757,-9.191,-9.037,-15.205,-7.77,-12.518,-13.147,-7.481,-14.231,-6.589,-6.351,-7.949,-12.582,-3.408,-9.562,-10.127,-8.712
40790.jpg,-20.388,-17.593,-19.606,-17.782,-17.167,-13.685,-12.78,-14.225,-14.401,-18.641,-13.105,-12.226,-20.809,-18.597,-15.809,-23.75,-7.471,-13.545,-20.156,-16.876,-17.873,-25.048,-12.047,-11.613,-11.048,-8.368,-12.635,-12.876,-12.49,-14.771,-19.013,-14.297,-14.841,-12.472,-16.58,-15.579,-14.825,-18.23,-12.892,-14.95,-9.014,-15.373,-18.847,-22.818,-9.698,-15.59,-14.475,-8.303,-13.759,-18.801,-10.128,-13.975,-14.194,-13.559,-13.639,-10.049,-12.863,-8.289,-13.176,-11.805,-17.257,-11.967,-13.263,-13.256,-12.785,-19.621,-10.409,-6.257,-8.019,-12.628,-2.142,-4.991,-12.023,-3.36
407995.jpg,-15.417,-10.83,-14.648,-10.777,-11.587,-14.986,-12.746,-13.598,-7.704,-8.988,-11.669,-14.6,-20.542,-16.695,-14.104,-16.115,-16.949,-11.904,-16.367,-17.904,-12.289,-21.073,-13.345,-13.286,-10.138,-14.282,-8.816,-9.311,-13.14,-11.432,-15.34,-14.012,-15.864,-13.056,-17.344,-11.196,-12.428,-14.253,-10.074,-12.033,-9.496,-13.796,-14.72,-18.935,-8.493,-14.435,-20.334,-14.139,-21.791,-17.777,-15.39,-18.607,-22.627,-12.142,-8.547,-6.768,-8.317,-13.417,-12.747,-15.219,-15.326,-15.366,-12.647,-13.787,-11.368,-14.998,-15.591,-12.242,-13.534,-17.247,-11.572,-15.632,-11.506,-10.233
408055.jpg,-21.831,-11.949,-19.135,-17.018,-13.785,-17.866,-14.698,-19.322,-14.34,-25.329,-18.181,-18.469,-12.821,-10.901,-6.571,-17.014,-18.574,-16.438,-22.068,-23.605,-22.012,-24.276,-17.397,-20.229,-19.168,-18.913,-14.38,-14.577,-16.374,-17.31,-18.273,-16.367,-24.275,-20.19,-26.787,-16.351,-20.857,-19.024,-17.825,-19.549,-15.515,-20.204,-24.175,-21.848,-17.728,-23.508,-24.861,-17.345,-27.401,-24.222,-18.708,-24.368,-33.04,-18.996,-13.907,-13.208,-17.405,-17.937,-17.438,-19.314,-20.096,-18.014,-17.289,-18.297,-13.561,-19.398,-20.685,-17.096,-16.78,-22.583,-16.513,-21.706,-14.171,-15.483
408064.jpg,-17.92,-11.038,-17.019,-16.695,-12.439,-18.072,-15.218,-17.889,-14.571,-20.898,-20.239,-19.708,-7.184,-4.373,-5.391,-14.673,-14.933,-14.105,-15.772,-20.399,-19.82,-22.122,-18.902,-18.975,-19.069,-17.455,-18.507,-16.14,-16.838,-19.265,-18.816,-16.492,-25.15,-19.646,-27.919,-17.274,-18.614,-16.659,-18.689,-17.212,-14.275,-17.568,-19.185,-21.697,-19.611,-21.491,-21.472,-19.546,-26.51,-24.128,-17.353,-23.543,-31.439,-20.852,-15.946,-14.793,-18.006,-19.663,-17.003,-18.406,-18.588,-19.761,-15.727,-17.338,-15.999,-21.045,-18.762,-18.299,-17.402,-23.143,-16.892,-20.817,-14.972,-15.257
408067.jpg,-18.371,-10.952,-16.127,-15.639,-13.331,-18.382,-14.388,-19.191,-14.206,-20.301,-20.272,-19.808,-10.033,-3.733,-7.714,-14.208,-19.514,-12.745,-13.449,-18.103,-19.474,-22.271,-16.652,-17.874,-17.205,-19.284,-18.378,-18.748,-15.821,-17.556,-18.808,-15.479,-24.652,-20.628,-27.22,-17.976,-20.211,-17.375,-19.179,-17.703,-13.829,-16.149,-20.562,-22.92,-15.223,-21.496,-25.053,-17.769,-26.169,-23.714,-17.745,-21.792,-31.986,-19.309,-15.644,-11.201,-16.06,-18.484,-16.641,-17.56,-19.775,-19.088,-14.765,-17.127,-14.383,-17.415,-18.649,-16.149,-16.209,-23.046,-17.422,-22.1,-14.68,-16.209
408079.jpg,-19.256,-14.79,-18.864,-19.625,-17.234,-18.043,-8.936,-19.304,-15.586,-23.206,-14.454,-17.916,-20.691,-17.472,-14.996,-21.605,-11.512,-12.959,-18.281,-20.168,-20.072,-24.256,-15.481,-17.524,-16.313,-17.206,-13.861,-14.501,-14.804,-14.145,-17.157,-15.341,-20.744,-15.515,-21.602,-17.494,-15.5,-18.03,-14.396,-17.177,-13.971,-16.044,-22.495,-23.38,-17.631,-18.559,-15.646,-15.211,-26.543,-21.276,-16.19,-18.848,-22.445,-13.709,-15.916,-9.71,-14.553,-7.891,-4.318,-11.437,-14.766,-14.105,-2.198,-4.39,-11.522,-15.775,-10.697,-13.321,-14.466,-17.871,-13.17,-18.772,-12.314,-13.919
408140.jpg,-13.079,-13.603,-17.08,-19.132,-12.139,-13.135,-11.682,-14.938,-11.542,-14.275,-15.262,-11.382,-24.885,-19.616,-16.258,-20.11,-10.588,-13.434,-20.983,-14.754,-18.791,-22.794,-14.75,-14.697,-14.565,-9.744,-14.747,-10.762,-13.316,-13.741,-15.963,-13.356,-10.358,-7.736,-13.251,-15.144,-12.795,-13.436,-10.897,-15.015,-11.028,-14.434,-14.925,-19.063,-14.972,-13.2,-12.111,-6.349,-7.605,-14.079,-12.157,-14.051,-15.054,-15.345,-11.594,-9.642,-14.335,-15.206,-11.533,-13.723,-15.104,-11.869,-8.73,-11.095,-11.937,-19.108,-14.589,-9.299,-10.647,-10.398,-7.457,-7.144,-13.84,-7.344
408267.jpg,-23.795,-15.636,-23.414,-22.203,-20.392,-18.408,-13.087,-19.367,-17.958,-23.82,-16.595,-12.617,-27.019,-22.92,-19.552,-29.446,-12.967,-10.59,-17.049,-16.313,-14.99,-21.842,-10.429,-16.077,-12.009,-10.394,-10.45,-10.623,-5.951,-13.754,-14.302,-13.4,-20.011,-14.778,-19.82,-12.586,-15.216,-18.408,-11.601,-11.345,-9.221,-14.972,-20.228,-21.202,-12.701,-21.177,-18.644,-14.691,-25.902,-25.207,-15.695,-17.058,-20.258,-11.728,-10.855,-8.018,-12.146,-7.869,-13.33,-10.413,-15.367,-13.776,-13.991,-15.257,-7.567,-19.491,-12.256,-7.249,-10.899,-20.327,-7.147,-7.345,-6.546,-7.205
408269.jpg,-20.295,-18.44,-22.916,-21.597,-21.307,-15.592,-13.711,-17.457,-16.581,-21.191,-17.52,-11.144,-26.737,-25.043,-21.92,-28.194,-8.15,-13.99,-23.777,-17.827,-19.41,-23.132,-11.136,-16.217,-15.216,-11.665,-9.939,-13.512,-12.297,-13.904,-16.101,-13.808,-15.85,-13.273,-16.856,-14.724,-17.799,-21.253,-15.176,-14.678,-12.505,-17.978,-21.744,-19.544,-16.268,-18.839,-17.632,-10.55,-17.067,-18.551,-13.817,-14.374,-13.175,-11.771,-11.214,-8.065,-12.913,-10.781,-13.103,-12.357,-17.207,-13.236,-12.788,-13.055,-10.443,-17.374,-12.47,-7.998,-11.154,-16.832,-7.731,-6.98,-9.734,-4.281
40830.jpg,-20.046,-13.686,-19.006,-16.379,-17.248,-16.819,-10.542,-15.555,-14.404,-21.399,-9.968,-16.619,-23.044,-17.523,-15.58,-21.255,-13.502,-7.135,-11.718,-16.179,-13.545,-20.757,-9.085,-15.541,-7.487,-15.04,-9.705,-10.6,-11.403,-10.973,-15.262,-13.438,-13.133,-7.457,-13.57,-11.007,-11.445,-16.016,-10.274,-9.585,-2.556,-8.288,-16.502,-19.672,-6.562,-13.054,-12.536,-12.935,-24.911,-18.288,-14.756,-15.968,-17.894,-10.036,-9.62,-8.628,-9.889,-8.324,-10.803,-8.804,-16.643,-12.83,-12.004,-12.839,-11.072,-12.491,-10.618,-8.779,-12.807,-19.432,-13.809,-16.46,-13.437,-9.569
408326.jpg,-19.207,-15.554,-20.668,-19.039,-14.904,-16.953,-13.915,-12.644,-16.734,-16.319,-14.458,-16.01,-22.69,-16.809,-15.887,-21.626,-15.382,-10.244,-14.008,-16.365,-14.957,-17.986,-8.63,-14.767,-10.582,-15.678,-9.761,-9.653,-11.894,-11.738,-13.135,-14.149,-12.393,-12.985,-15.025,-11.73,-11.335,-13.821,-11.642,-14.382,-3.991,-8.456,-14.259,-15.137,-7.961,-13.438,-16.69,-11.241,-20.83,-17.015,-13.498,-15.021,-16.702,-9.501,-9.937,-5.828,-9.596,-9.849,-9.772,-13.93,-18.629,-14.755,-11.287,-12.648,-13.487,-12.801,-12.116,-13.975,-14.647,-18.674,-14.219,-15.149,-14.185,-11.862
